Polo;Data;KM_Estimado_K;KM_Real_Google;Fator_K_Usado
CANTAGALO;2025-07-23;38.069;62.928;1.9
CANTAGALO;2025-07-23;56.835;79.53;1.9
CANTAGALO;2025-07-23;56.406;72.133;1.9
CANTAGALO;2025-07-23;43.955;51.74;1.9
DUQUE DE CAXIAS;2025-07-23;4.675;6.178;1.4
DUQUE DE CAXIAS;2025-07-23;5.779;7.844;1.4
DUQUE DE CAXIAS;2025-07-23;5.867;5.589;1.4
DUQUE DE CAXIAS;2025-07-23;5.602;12.372;1.4
DUQUE DE CAXIAS;2025-07-23;4.81;7.49;1.4
DUQUE DE CAXIAS;2025-07-23;6.478;6.885;1.4
DUQUE DE CAXIAS;2025-07-23;5.38;5.776;1.4
DUQUE DE CAXIAS;2025-07-23;3.704;11.345;1.4
DUQUE DE CAXIAS;2025-07-23;3.463;3.822;1.4
DUQUE DE CAXIAS;2025-07-23;3.68;5.396;1.4
DUQUE DE CAXIAS;2025-07-23;3.472;4.053;1.4
ITABORAÍ;2025-07-23;26.776;24.415;1.4
ITABORAÍ;2025-07-23;25.175;27.18;1.4
ITABORAÍ;2025-07-23;24.412;23.115;1.4
ITABORAÍ;2025-07-23;31.262;35.959;1.4
ITABORAÍ;2025-07-23;28.125;35.697;1.4
ITABORAÍ;2025-07-23;21.832;23.018;1.4
ITABORAÍ;2025-07-23;21.52;21.465;1.4
ITABORAÍ;2025-07-23;19.874;20.822;1.4
ITABORAÍ;2025-07-23;16.582;20.595;1.4
ITABORAÍ;2025-07-23;16.228;16.472;1.4
ITABORAÍ;2025-07-23;21.459;28.79;1.4
ITABORAÍ;2025-07-23;12.033;14.625;1.4
ITABORAÍ;2025-07-23;22.492;24.72;1.4
ITABORAÍ;2025-07-23;21.069;27.999;1.4
ITABORAÍ;2025-07-23;10.552;16.448;1.4
ITABORAÍ;2025-07-23;6.655;9.165;1.4
ITABORAÍ;2025-07-23;6.674;9.799;1.4
ITABORAÍ;2025-07-23;12.184;19.336;1.4
ITABORAÍ;2025-07-23;9.013;8.88;1.4
ITABORAÍ;2025-07-23;8.523;15.161;1.4
ITABORAÍ;2025-07-23;6.35;8.372;1.4
ITABORAÍ;2025-07-23;9.515;11.983;1.4
ITABORAÍ;2025-07-23;6.458;11.446;1.4
ITABORAÍ;2025-07-23;3.816;9.411;1.4
ITAPERUNA;2025-07-23;40.254;56.683;1.5
ITAPERUNA;2025-07-23;39.957;56.533;1.5
ITAPERUNA;2025-07-23;39.952;65.376;1.5
ITAPERUNA;2025-07-23;42.837;61.864;1.5
ITAPERUNA;2025-07-23;38.714;62.71;1.5
ITAPERUNA;2025-07-23;44.749;64.249;1.5
ITAPERUNA;2025-07-23;38.547;64.564;1.5
ITAPERUNA;2025-07-23;40.07;55.885;1.5
ITAPERUNA;2025-07-23;38.412;63.244;1.5
ITAPERUNA;2025-07-23;40.753;57.747;1.5
ITAPERUNA;2025-07-23;38.91;55.912;1.5
ITAPERUNA;2025-07-23;39.348;55.931;1.5
ITAPERUNA;2025-07-23;39.647;66.413;1.5
ITAPERUNA;2025-07-23;38.582;56.74;1.5
ITAPERUNA;2025-07-23;38.374;56.937;1.5
ITAPERUNA;2025-07-23;40.835;77.576;1.5
ITAPERUNA;2025-07-23;36.322;54.469;1.5
ITAPERUNA;2025-07-23;35.802;52.889;1.5
ITAPERUNA;2025-07-23;40.184;58.717;1.5
ITAPERUNA;2025-07-23;76.479;121.411;1.5
ITAPERUNA;2025-07-23;66.689;92.544;1.5
ITAPERUNA;2025-07-23;54.571;98.476;1.5
ITAPERUNA;2025-07-23;80.812;97.748;1.5
ITAPERUNA;2025-07-23;35.29;58.671;1.5
ITAPERUNA;2025-07-23;44.345;54.242;1.5
ITAPERUNA;2025-07-23;60.577;61.963;1.5
ITAPERUNA;2025-07-23;32.55;40.39;1.5
ITAPERUNA;2025-07-23;49.458;63.834;1.5
MACAÉ;2025-07-23;48.458;42.335;1.5
MACAÉ;2025-07-23;48.142;44.616;1.5
MACAÉ;2025-07-23;48.564;43.327;1.5
MACAÉ;2025-07-23;47.47;43.929;1.5
MACAÉ;2025-07-23;47.986;44.081;1.5
MACAÉ;2025-07-23;83.716;111.119;1.5
MACAÉ;2025-07-23;46.963;43.012;1.5
MACAÉ;2025-07-23;46.429;40.627;1.5
MACAÉ;2025-07-23;46.703;41.344;1.5
MACAÉ;2025-07-23;45.643;40.816;1.5
MACAÉ;2025-07-23;45.157;40.286;1.5
MACAÉ;2025-07-23;44.775;38.635;1.5
MACAÉ;2025-07-23;67.083;63.934;1.5
MACAÉ;2025-07-23;75.651;70.367;1.5
MACAÉ;2025-07-23;77.346;70.082;1.5
MACAÉ;2025-07-23;70.385;87.06;1.5
MACAÉ;2025-07-23;27.619;37.67;1.5
MACAÉ;2025-07-23;72.615;74.633;1.5
MACAÉ;2025-07-23;51.737;58.213;1.5
MACAÉ;2025-07-23;48.054;62.741;1.5
MACAÉ;2025-07-23;49.679;61.703;1.5
MACAÉ;2025-07-23;55.654;59.793;1.5
MACAÉ;2025-07-23;9.321;9.46;1.5
MACAÉ;2025-07-23;21.973;22.373;1.5
MACAÉ;2025-07-23;10.253;9.955;1.5
MACAÉ;2025-07-23;26.399;28.676;1.5
MAGÉ;2025-07-23;22.277;26.668;1.6
MAGÉ;2025-07-23;17.054;16.366;1.6
MAGÉ;2025-07-23;37.797;57.437;1.6
MAGÉ;2025-07-23;18.138;23.901;1.6
MAGÉ;2025-07-23;15.359;15.861;1.6
MAGÉ;2025-07-23;15.786;15.004;1.6
MAGÉ;2025-07-23;26.712;39.173;1.6
MAGÉ;2025-07-23;15.319;30.081;1.6
MAGÉ;2025-07-23;15.25;16.245;1.6
MAGÉ;2025-07-23;14.666;18.219;1.6
MAGÉ;2025-07-23;15.673;14.853;1.6
MAGÉ;2025-07-23;13.987;16.652;1.6
MAGÉ;2025-07-23;14.217;13.464;1.6
MAGÉ;2025-07-23;13.603;16.385;1.6
MAGÉ;2025-07-23;12.215;11.229;1.6
MAGÉ;2025-07-23;11.547;12.767;1.6
MAGÉ;2025-07-23;11.838;10.001;1.6
MAGÉ;2025-07-23;12.167;13.661;1.6
MAGÉ;2025-07-23;10.518;9.967;1.6
MAGÉ;2025-07-23;23.607;19.359;1.6
MAGÉ;2025-07-23;9.39;9.661;1.6
MARICÁ;2025-07-23;43.09;58.575;1.7
MARICÁ;2025-07-23;26.375;37.835;1.7
MARICÁ;2025-07-23;22.672;29.954;1.7
MARICÁ;2025-07-23;27.533;29.522;1.7
MARICÁ;2025-07-23;24.011;26.561;1.7
MARICÁ;2025-07-23;17.237;16.389;1.7
MARICÁ;2025-07-23;28.529;38.743;1.7
MARICÁ;2025-07-23;18.882;19.583;1.7
MARICÁ;2025-07-23;27.275;30.439;1.7
MARICÁ;2025-07-23;25.434;24.4;1.7
MARICÁ;2025-07-23;20.01;18.416;1.7
MARICÁ;2025-07-23;20.093;29.573;1.7
MARICÁ;2025-07-23;17.911;27.069;1.7
MARICÁ;2025-07-23;15.509;30.615;1.7
MARICÁ;2025-07-23;14.818;16.721;1.7
MARICÁ;2025-07-23;12.438;14.289;1.7
MARICÁ;2025-07-23;12.388;13.305;1.7
MARICÁ;2025-07-23;7.941;8.432;1.7
MARICÁ;2025-07-23;5.615;4.209;1.7
MARICÁ;2025-07-23;5.678;4.174;1.7
MARICÁ;2025-07-23;10.023;10.748;1.7
MARICÁ;2025-07-23;6.844;6.757;1.7
MARICÁ;2025-07-23;8.494;7.133;1.7
NITERÓI;2025-07-23;6.411;10.609;1.7
NITERÓI;2025-07-23;10.076;12.031;1.7
NITERÓI;2025-07-23;11.082;16.397;1.7
NITERÓI;2025-07-23;5.817;6.477;1.7
NITERÓI;2025-07-23;4.744;5.945;1.7
NITERÓI;2025-07-23;4.879;7.642;1.7
NITERÓI;2025-07-23;4.251;4.663;1.7
NITERÓI;2025-07-23;3.91;4.938;1.7
NITERÓI;2025-07-23;5.398;7.058;1.7
NITERÓI;2025-07-23;1.2;5.547;1.7
PADUA;2025-07-23;36.854;39.052;1.6
PADUA;2025-07-23;34.202;29.275;1.6
PADUA;2025-07-23;67.364;78.892;1.6
PADUA;2025-07-23;35.893;33.14;1.6
PADUA;2025-07-23;22.168;16.306;1.6
PADUA;2025-07-23;23.744;23.077;1.6
PADUA;2025-07-23;58.062;70.786;1.6
PADUA;2025-07-23;23.34;21.086;1.6
PADUA;2025-07-23;20.778;17.308;1.6
PADUA;2025-07-23;20.813;16.237;1.6
PADUA;2025-07-23;19.436;14.512;1.6
PADUA;2025-07-23;16.666;12.633;1.6
PADUA;2025-07-23;22.554;21.324;1.6
PADUA;2025-07-23;56.081;72.375;1.6
PADUA;2025-07-23;40.156;50.257;1.6
PADUA;2025-07-23;22.029;21.441;1.6
PADUA;2025-07-23;6.216;5.689;1.6
PADUA;2025-07-23;3.703;3.989;1.6
PETROPOLIS;2025-07-23;12.887;13.37;2.1
PETROPOLIS;2025-07-23;16.627;15.03;2.1
PETROPOLIS;2025-07-23;18.86;23.795;2.1
PETROPOLIS;2025-07-23;18.441;28.381;2.1
PETROPOLIS;2025-07-23;13.967;13.377;2.1
PETROPOLIS;2025-07-23;11.171;14.155;2.1
PETROPOLIS;2025-07-23;14.679;17.19;2.1
PETROPOLIS;2025-07-23;13.875;10.523;2.1
PETROPOLIS;2025-07-23;13.176;13.881;2.1
PETROPOLIS;2025-07-23;15.649;19.581;2.1
PETROPOLIS;2025-07-23;13.721;16.869;2.1
PETROPOLIS;2025-07-23;15.371;23.337;2.1
PETROPOLIS;2025-07-23;11.934;12.624;2.1
PETROPOLIS;2025-07-23;12.102;13.037;2.1
PETROPOLIS;2025-07-23;12.396;13.637;2.1
PETROPOLIS;2025-07-23;11.277;12.158;2.1
PETROPOLIS;2025-07-23;9.371;16.172;2.1
PETROPOLIS;2025-07-23;9.384;9.132;2.1
PETROPOLIS;2025-07-23;6.919;7.327;2.1
PETROPOLIS;2025-07-23;8.861;9.533;2.1
PETROPOLIS;2025-07-23;9.635;14.617;2.1
PETROPOLIS;2025-07-23;10.35;10.662;2.1
PETROPOLIS;2025-07-23;7.977;13.466;2.1
PETROPOLIS;2025-07-23;9.322;9.227;2.1
PETROPOLIS;2025-07-23;7.292;6.451;2.1
PETROPOLIS;2025-07-23;8.747;12.371;2.1
PETROPOLIS;2025-07-23;4.527;5.891;2.1
PETROPOLIS;2025-07-23;5.532;13.428;2.1
PETROPOLIS;2025-07-23;5.303;9.971;2.1
PETROPOLIS;2025-07-23;7.404;11.109;2.1
PETROPOLIS;2025-07-23;3.186;5.679;2.1
PETROPOLIS;2025-07-23;3.431;6.123;2.1
RESENDE;2025-07-23;57.971;93.69;1.5
RESENDE;2025-07-23;59.297;98.616;1.5
RESENDE;2025-07-23;56.471;90.092;1.5
RESENDE;2025-07-23;62.062;118.422;1.5
RESENDE;2025-07-23;69.994;162.655;1.5
RESENDE;2025-07-23;57.906;96.957;1.5
RESENDE;2025-07-23;55.695;80.465;1.5
RESENDE;2025-07-23;57.606;92.202;1.5
RESENDE;2025-07-23;67.795;91.531;1.5
RESENDE;2025-07-23;65.736;125.568;1.5
RESENDE;2025-07-23;58.022;101.933;1.5
RESENDE;2025-07-23;94.489;178.533;1.5
RESENDE;2025-07-23;57.022;90.869;1.5
RESENDE;2025-07-23;57.844;114.536;1.5
RESENDE;2025-07-23;59.939;86.191;1.5
RESENDE;2025-07-23;16.293;16.419;1.5
RESENDE;2025-07-23;20.609;21.541;1.5
RESENDE;2025-07-23;10.814;15.768;1.5
RESENDE;2025-07-23;13.942;18.849;1.5
RESENDE;2025-07-23;6.077;14.526;1.5
RESENDE;2025-07-23;6.872;8.224;1.5
RESENDE;2025-07-23;1.039;5.494;1.5
RESENDE;2025-07-23;1.145;4.474;1.5
SÃO GONÇALO;2025-07-23;15.605;14.602;1.5
SÃO GONÇALO;2025-07-23;21.847;38.502;1.5
SÃO GONÇALO;2025-07-23;14.922;15.891;1.5
SÃO GONÇALO;2025-07-23;14.4;17.055;1.5
SÃO GONÇALO;2025-07-23;12.783;11.43;1.5
SÃO GONÇALO;2025-07-23;13.608;12.049;1.5
SÃO GONÇALO;2025-07-23;10.045;9.823;1.5
SÃO GONÇALO;2025-07-23;10.0;11.974;1.5
SÃO GONÇALO;2025-07-23;8.196;10.095;1.5
SÃO GONÇALO;2025-07-23;13.653;13.239;1.5
SÃO GONÇALO;2025-07-23;14.063;16.343;1.5
SÃO GONÇALO;2025-07-23;8.053;8.993;1.5
SÃO GONÇALO;2025-07-23;8.963;11.901;1.5
SÃO GONÇALO;2025-07-23;7.851;8.222;1.5
SÃO GONÇALO;2025-07-23;4.87;5.966;1.5
SÃO GONÇALO;2025-07-23;7.185;7.851;1.5
SÃO GONÇALO;2025-07-23;9.786;8.953;1.5
SÃO GONÇALO;2025-07-23;5.456;9.649;1.5
SÃO GONÇALO;2025-07-23;4.125;8.336;1.5
SÃO GONÇALO;2025-07-23;3.615;4.039;1.5
SÃO GONÇALO;2025-07-23;5.917;8.92;1.5
TERESOPOLIS;2025-07-23;8.215;6.601;2.0
TERESOPOLIS;2025-07-23;9.295;9.127;2.0
TERESOPOLIS;2025-07-23;8.398;8.905;2.0
TERESOPOLIS;2025-07-23;14.287;13.204;2.0
TERESOPOLIS;2025-07-23;10.191;13.096;2.0
TERESOPOLIS;2025-07-23;10.727;8.589;2.0
TERESOPOLIS;2025-07-23;7.612;6.75;2.0
TERESOPOLIS;2025-07-23;8.398;9.774;2.0
TERESOPOLIS;2025-07-23;14.014;14.637;2.0
TERESOPOLIS;2025-07-23;7.101;12.168;2.0
TERESOPOLIS;2025-07-23;9.149;6.625;2.0
TERESOPOLIS;2025-07-23;5.022;4.362;2.0
TERESOPOLIS;2025-07-23;8.005;8.409;2.0
TERESOPOLIS;2025-07-23;10.067;12.214;2.0
TERESOPOLIS;2025-07-23;9.111;15.78;2.0
TERESOPOLIS;2025-07-23;9.029;9.472;2.0
TERESOPOLIS;2025-07-23;5.722;7.183;2.0
TERESOPOLIS;2025-07-23;3.892;6.145;2.0
TERESOPOLIS;2025-07-23;5.183;6.921;2.0
TERESOPOLIS;2025-07-23;4.056;6.012;2.0
TERESOPOLIS;2025-07-23;4.432;3.959;2.0
ANGRA;2025-07-23;57.542;45.572;1.8
ANGRA;2025-07-23;60.495;47.186;1.8
ANGRA;2025-07-23;52.821;51.324;1.8
ANGRA;2025-07-23;58.595;47.924;1.8
ANGRA;2025-07-23;39.146;28.217;1.8
ANGRA;2025-07-23;58.971;63.723;1.8
ANGRA;2025-07-23;76.802;100.997;1.8
ANGRA;2025-07-23;43.217;48.138;1.8
ANGRA;2025-07-23;33.802;47.905;1.8
ANGRA;2025-07-23;43.712;39.883;1.8
ANGRA;2025-07-23;50.393;44.085;1.8
ANGRA;2025-07-23;32.594;25.71;1.8
ANGRA;2025-07-23;28.986;29.433;1.8
ANGRA;2025-07-23;28.138;27.542;1.8
ANGRA;2025-07-23;14.949;13.072;1.8
ANGRA;2025-07-23;14.852;13.344;1.8
ANGRA;2025-07-23;14.741;13.027;1.8
ANGRA;2025-07-23;14.992;12.712;1.8
ANGRA;2025-07-23;15.101;13.066;1.8
ANGRA;2025-07-23;14.25;12.563;1.8
ANGRA;2025-07-23;14.678;12.561;1.8
ANGRA;2025-07-23;14.312;12.938;1.8
ANGRA;2025-07-23;15.392;12.365;1.8
ANGRA;2025-07-23;25.628;35.101;1.8
ANGRA;2025-07-23;14.195;12.33;1.8
ANGRA;2025-07-23;14.877;12.187;1.8
ANGRA;2025-07-23;14.172;12.063;1.8
ANGRA;2025-07-23;14.4;11.716;1.8
ANGRA;2025-07-23;17.479;14.627;1.8
ANGRA;2025-07-23;14.303;13.292;1.8
ANGRA;2025-07-23;14.111;12.742;1.8
ANGRA;2025-07-23;14.275;12.7;1.8
ANGRA;2025-07-23;14.152;13.997;1.8
ANGRA;2025-07-23;13.744;14.101;1.8
ANGRA;2025-07-23;19.963;20.939;1.8
ANGRA;2025-07-23;25.467;23.991;1.8
ANGRA;2025-07-23;15.77;12.901;1.8
ANGRA;2025-07-23;15.711;14.987;1.8
ANGRA;2025-07-23;12.615;13.204;1.8
ANGRA;2025-07-23;13.794;12.777;1.8
ANGRA;2025-07-23;15.58;12.739;1.8
ANGRA;2025-07-23;12.283;11.92;1.8
ANGRA;2025-07-23;13.931;13.953;1.8
ANGRA;2025-07-23;12.79;11.952;1.8
ANGRA;2025-07-23;15.693;12.778;1.8
ANGRA;2025-07-23;13.697;14.457;1.8
ANGRA;2025-07-23;10.344;16.031;1.8
ANGRA;2025-07-23;17.719;17.062;1.8
ANGRA;2025-07-23;4.834;5.111;1.8
ARARUAMA;2025-07-23;37.694;37.499;1.6
ARARUAMA;2025-07-23;38.351;37.844;1.6
ARARUAMA;2025-07-23;40.748;39.228;1.6
ARARUAMA;2025-07-23;37.902;36.912;1.6
ARARUAMA;2025-07-23;38.952;38.562;1.6
ARARUAMA;2025-07-23;37.44;37.231;1.6
ARARUAMA;2025-07-23;36.317;34.633;1.6
ARARUAMA;2025-07-23;37.93;38.672;1.6
ARARUAMA;2025-07-23;35.768;34.454;1.6
ARARUAMA;2025-07-23;38.004;37.46;1.6
ARARUAMA;2025-07-23;46.63;63.979;1.6
ARARUAMA;2025-07-23;35.552;40.166;1.6
ARARUAMA;2025-07-23;48.034;47.965;1.6
ARARUAMA;2025-07-23;78.779;66.954;1.6
ARARUAMA;2025-07-23;44.978;42.612;1.6
ARARUAMA;2025-07-23;37.138;39.391;1.6
ARARUAMA;2025-07-23;37.791;35.175;1.6
ARARUAMA;2025-07-23;32.286;34.287;1.6
ARARUAMA;2025-07-23;32.111;32.515;1.6
ARARUAMA;2025-07-23;32.213;30.973;1.6
ARARUAMA;2025-07-23;37.824;42.606;1.6
ARARUAMA;2025-07-23;39.13;34.472;1.6
ARARUAMA;2025-07-23;31.813;27.802;1.6
ARARUAMA;2025-07-23;33.164;38.344;1.6
ARARUAMA;2025-07-23;27.964;33.386;1.6
ARARUAMA;2025-07-23;33.464;31.028;1.6
ARARUAMA;2025-07-23;31.058;30.693;1.6
ARARUAMA;2025-07-23;30.431;30.636;1.6
ARARUAMA;2025-07-23;31.927;33.472;1.6
ARARUAMA;2025-07-23;28.712;27.634;1.6
ARARUAMA;2025-07-23;29.844;26.019;1.6
ARARUAMA;2025-07-23;31.004;27.229;1.6
ARARUAMA;2025-07-23;23.556;22.308;1.6
ARARUAMA;2025-07-23;20.875;17.146;1.6
ARARUAMA;2025-07-23;24.529;30.428;1.6
ARARUAMA;2025-07-23;30.026;25.981;1.6
ARARUAMA;2025-07-23;22.143;19.137;1.6
ARARUAMA;2025-07-23;21.33;20.083;1.6
ARARUAMA;2025-07-23;27.295;23.656;1.6
ARARUAMA;2025-07-23;17.118;13.767;1.6
ARARUAMA;2025-07-23;18.27;19.649;1.6
ARARUAMA;2025-07-23;16.274;12.588;1.6
ARARUAMA;2025-07-23;21.428;23.521;1.6
ARARUAMA;2025-07-23;30.091;24.684;1.6
ARARUAMA;2025-07-23;15.074;12.974;1.6
ARARUAMA;2025-07-23;48.457;52.739;1.6
ARARUAMA;2025-07-23;17.572;17.761;1.6
ARARUAMA;2025-07-23;15.577;12.905;1.6
ARARUAMA;2025-07-23;19.453;23.348;1.6
ARARUAMA;2025-07-23;14.422;12.73;1.6
CAMPOS;2025-07-23;110.774;119.293;1.3
CAMPOS;2025-07-23;130.704;157.224;1.3
CAMPOS;2025-07-23;109.648;116.516;1.3
CAMPOS;2025-07-23;130.204;179.515;1.3
CAMPOS;2025-07-23;138.216;185.551;1.3
CAMPOS;2025-07-23;108.47;168.534;1.3
CAMPOS;2025-07-23;148.896;215.293;1.3
CAMPOS;2025-07-23;150.041;220.806;1.3
CAMPOS;2025-07-23;104.597;109.498;1.3
CAMPOS;2025-07-23;98.793;104.352;1.3
CAMPOS;2025-07-23;96.445;101.705;1.3
CAMPOS;2025-07-23;95.904;102.638;1.3
CAMPOS;2025-07-23;159.159;212.816;1.3
CAMPOS;2025-07-23;95.547;101.683;1.3
CAMPOS;2025-07-23;93.626;99.013;1.3
CAMPOS;2025-07-23;93.083;100.042;1.3
CAMPOS;2025-07-23;123.413;178.51;1.3
CAMPOS;2025-07-23;137.608;169.435;1.3
CAMPOS;2025-07-23;93.305;170.087;1.3
CAMPOS;2025-07-23;91.291;167.146;1.3
CAMPOS;2025-07-23;86.978;163.559;1.3
CAMPOS;2025-07-23;133.173;195.012;1.3
CAMPOS;2025-07-23;96.172;127.45;1.3
CAMPOS;2025-07-23;112.602;141.143;1.3
CAMPOS;2025-07-23;112.827;162.994;1.3
CAMPOS;2025-07-23;130.35;159.432;1.3
CAMPOS;2025-07-23;89.44;180.096;1.3
CAMPOS;2025-07-23;88.571;180.164;1.3
CAMPOS;2025-07-23;69.475;168.889;1.3
CAMPOS;2025-07-23;74.12;180.661;1.3
CAMPOS;2025-07-23;112.085;141.267;1.3
CAMPOS;2025-07-23;69.142;179.161;1.3
CAMPOS;2025-07-23;97.67;125.161;1.3
CAMPOS;2025-07-23;115.163;129.132;1.3
CAMPOS;2025-07-23;91.046;120.31;1.3
CAMPOS;2025-07-23;97.119;127.296;1.3
CAMPOS;2025-07-23;84.768;86.133;1.3
CAMPOS;2025-07-23;58.291;65.877;1.3
CAMPOS;2025-07-23;42.006;51.032;1.3
CAMPOS;2025-07-23;105.818;112.526;1.3
CAMPOS;2025-07-23;63.143;71.351;1.3
CAMPOS;2025-07-23;60.465;61.968;1.3
CAMPOS;2025-07-23;55.18;70.061;1.3
CAMPOS;2025-07-23;56.17;59.223;1.3
CAMPOS;2025-07-23;34.127;39.032;1.3
CAMPOS;2025-07-23;45.92;59.589;1.3
CAMPOS;2025-07-23;49.809;44.847;1.3
CAMPOS;2025-07-23;33.376;54.386;1.3
CAMPOS;2025-07-23;25.432;28.181;1.3
CAMPOS;2025-07-23;35.728;41.733;1.3
CANTAGALO;2025-07-23;342.161;345.948;1.9
CANTAGALO;2025-07-23;298.743;286.156;1.9
CANTAGALO;2025-07-23;210.637;207.522;1.9
CANTAGALO;2025-07-23;211.997;218.514;1.9
CANTAGALO;2025-07-23;195.118;195.444;1.9
CANTAGALO;2025-07-23;210.148;178.183;1.9
CANTAGALO;2025-07-23;188.18;220.937;1.9
CANTAGALO;2025-07-23;187.287;214.438;1.9
CANTAGALO;2025-07-23;155.921;156.478;1.9
CANTAGALO;2025-07-23;159.661;159.958;1.9
CANTAGALO;2025-07-23;126.089;114.844;1.9
CANTAGALO;2025-07-23;107.662;105.998;1.9
CANTAGALO;2025-07-23;101.74;134.336;1.9
CANTAGALO;2025-07-23;114.48;102.661;1.9
CANTAGALO;2025-07-23;135.648;165.75;1.9
CANTAGALO;2025-07-23;181.13;192.434;1.9
CANTAGALO;2025-07-23;108.762;117.848;1.9
CANTAGALO;2025-07-23;189.468;221.86;1.9
CANTAGALO;2025-07-23;96.088;121.31;1.9
CANTAGALO;2025-07-23;219.65;349.128;1.9
CANTAGALO;2025-07-23;149.941;173.907;1.9
CANTAGALO;2025-07-23;159.6;174.5;1.9
CANTAGALO;2025-07-23;129.426;124.21;1.9
CANTAGALO;2025-07-23;139.088;176.033;1.9
CANTAGALO;2025-07-23;113.211;158.743;1.9
CANTAGALO;2025-07-23;105.61;129.152;1.9
CANTAGALO;2025-07-23;177.471;227.098;1.9
CANTAGALO;2025-07-23;164.761;201.497;1.9
CANTAGALO;2025-07-23;102.999;112.625;1.9
CANTAGALO;2025-07-23;127.271;131.915;1.9
CANTAGALO;2025-07-23;97.29;100.171;1.9
CANTAGALO;2025-07-23;72.406;90.94;1.9
CANTAGALO;2025-07-23;94.553;87.113;1.9
CANTAGALO;2025-07-23;82.533;70.551;1.9
CANTAGALO;2025-07-23;83.968;91.285;1.9
CANTAGALO;2025-07-23;66.447;81.231;1.9
CANTAGALO;2025-07-23;69.667;91.448;1.9
CANTAGALO;2025-07-23;66.29;88.071;1.9
CANTAGALO;2025-07-23;37.764;49.348;1.9
DUQUE DE CAXIAS;2025-07-23;28.74;31.444;1.4
DUQUE DE CAXIAS;2025-07-23;439.964;406.8;1.4
DUQUE DE CAXIAS;2025-07-23;25.108;27.846;1.4
DUQUE DE CAXIAS;2025-07-23;22.419;29.069;1.4
DUQUE DE CAXIAS;2025-07-23;27.669;33.497;1.4
DUQUE DE CAXIAS;2025-07-23;19.333;18.747;1.4
DUQUE DE CAXIAS;2025-07-23;25.423;25.99;1.4
DUQUE DE CAXIAS;2025-07-23;21.905;28.293;1.4
DUQUE DE CAXIAS;2025-07-23;18.032;32.704;1.4
DUQUE DE CAXIAS;2025-07-23;20.102;24.679;1.4
DUQUE DE CAXIAS;2025-07-23;26.521;35.637;1.4
DUQUE DE CAXIAS;2025-07-23;16.965;26.277;1.4
DUQUE DE CAXIAS;2025-07-23;17.292;24.115;1.4
DUQUE DE CAXIAS;2025-07-23;15.147;21.874;1.4
DUQUE DE CAXIAS;2025-07-23;13.682;20.297;1.4
DUQUE DE CAXIAS;2025-07-23;14.05;17.417;1.4
DUQUE DE CAXIAS;2025-07-23;12.545;20.634;1.4
DUQUE DE CAXIAS;2025-07-23;12.931;29.226;1.4
DUQUE DE CAXIAS;2025-07-23;9.201;14.595;1.4
DUQUE DE CAXIAS;2025-07-23;10.003;17.549;1.4
DUQUE DE CAXIAS;2025-07-23;9.997;11.086;1.4
DUQUE DE CAXIAS;2025-07-23;11.357;16.427;1.4
DUQUE DE CAXIAS;2025-07-23;7.521;14.944;1.4
DUQUE DE CAXIAS;2025-07-23;13.131;15.766;1.4
DUQUE DE CAXIAS;2025-07-23;7.707;16.905;1.4
DUQUE DE CAXIAS;2025-07-23;6.53;7.797;1.4
DUQUE DE CAXIAS;2025-07-23;5.624;7.288;1.4
DUQUE DE CAXIAS;2025-07-23;7.97;8.371;1.4
DUQUE DE CAXIAS;2025-07-23;4.888;12.355;1.4
DUQUE DE CAXIAS;2025-07-23;3.394;3.035;1.4
DUQUE DE CAXIAS;2025-07-23;5.142;8.041;1.4
DUQUE DE CAXIAS;2025-07-23;4.137;5.621;1.4
ITABORAÍ;2025-07-23;124.021;118.502;1.4
ITABORAÍ;2025-07-23;141.738;167.666;1.4
ITABORAÍ;2025-07-23;106.517;91.924;1.4
ITABORAÍ;2025-07-23;100.208;86.486;1.4
ITABORAÍ;2025-07-23;96.659;83.587;1.4
ITABORAÍ;2025-07-23;98.864;87.22;1.4
ITABORAÍ;2025-07-23;95.19;82.645;1.4
ITABORAÍ;2025-07-23;91.25;79.383;1.4
ITABORAÍ;2025-07-23;138.388;158.651;1.4
ITABORAÍ;2025-07-23;89.844;82.873;1.4
ITABORAÍ;2025-07-23;91.379;90.104;1.4
ITABORAÍ;2025-07-23;87.025;92.525;1.4
ITABORAÍ;2025-07-23;81.343;88.604;1.4
ITABORAÍ;2025-07-23;61.806;54.575;1.4
ITABORAÍ;2025-07-23;79.219;86.478;1.4
ITABORAÍ;2025-07-23;66.931;61.04;1.4
ITABORAÍ;2025-07-23;86.109;82.654;1.4
ITABORAÍ;2025-07-23;67.913;63.154;1.4
ITABORAÍ;2025-07-23;63.74;74.815;1.4
ITABORAÍ;2025-07-23;64.537;70.916;1.4
ITABORAÍ;2025-07-23;47.023;48.161;1.4
ITABORAÍ;2025-07-23;33.833;32.416;1.4
ITABORAÍ;2025-07-23;35.575;39.283;1.4
ITABORAÍ;2025-07-23;39.585;42.635;1.4
ITABORAÍ;2025-07-23;28.364;27.357;1.4
ITABORAÍ;2025-07-23;34.302;43.543;1.4
ITABORAÍ;2025-07-23;30.34;38.941;1.4
ITABORAÍ;2025-07-23;27.245;36.426;1.4
ITABORAÍ;2025-07-23;26.406;30.756;1.4
